lwPropertyId,address,city,state,county,zip,price,acres,Rate,Url,types,status,created_at,updated_at
409871946,"",Mineral,Texas,Bee County,78102,169900,22.5,7551,https://www.landwatch.com/bee-county-county-texas-farms-and-ranches-for-sale/pid/409871946,Farms and Ranches Recreational Property Hunting Property,Active,2021-04-07 10:07:38.30274+00,2021-04-07 10:07:38.302757+00
409871471,"",Mineral,Texas,Bee County,78102,149900,22.5,6662,https://www.landwatch.com/bee-county-county-texas-farms-and-ranches-for-sale/pid/409871471,Farms and Ranches Recreational Property Hunting Property,Active,2021-04-07 10:07:38.304727+00,2021-04-07 10:07:38.304743+00
409871114,"",Mineral,Texas,Bee County,78102,300000,45,6666,https://www.landwatch.com/bee-county-county-texas-farms-and-ranches-for-sale/pid/409871114,Farms and Ranches Recreational Property Hunting Property,Active,2021-04-07 10:07:38.306826+00,2021-04-07 10:07:38.306843+00
409873481,"",Jourdanton,Texas,Atascosa County,78026,489000,90,5433,https://www.landwatch.com/atascosa-county-county-texas-farms-and-ranches-for-sale/pid/409873481,Farms and Ranches Recreational Property Hunting Property,Active,2021-04-07 10:07:38.333735+00,2021-04-07 10:07:38.333765+00
409873339,"",Jourdanton,Texas,Atascosa County,78026,479000,90,5322,https://www.landwatch.com/atascosa-county-county-texas-farms-and-ranches-for-sale/pid/409873339,Farms and Ranches Recreational Property Hunting Property,Active,2021-04-07 10:07:38.336343+00,2021-04-07 10:07:38.336359+00
409871117,3748 FM 228,Grapeland,Texas,Houston County,75844,929000,104.36,8901,https://www.landwatch.com/houston-county-county-texas-farms-and-ranches-for-sale/pid/409871117,Farms and Ranches Recreational Property House,Active,2021-04-07 10:07:38.341839+00,2021-04-07 10:07:38.341859+00
409874020,399 N KOA Ave,Burns,Oregon,Harney County,97720,320000,12.8,25000,https://www.landwatch.com/harney-county-county-oregon-farms-and-ranches-for-sale/pid/409874020,Farms and Ranches Horse Property House,Active,2021-04-07 10:07:38.348965+00,2021-04-07 10:07:38.348989+00
409872800,"",Jourdanton,Texas,Atascosa County,78026,369000,68,5426,https://www.landwatch.com/atascosa-county-county-texas-farms-and-ranches-for-sale/pid/409872800,Farms and Ranches Recreational Property Hunting Property,Active,2021-04-07 10:07:38.351701+00,2021-04-07 10:07:38.351718+00
409872585,"",Jourdanton,Texas,Atascosa County,78026,149000,23,6478,https://www.landwatch.com/atascosa-county-county-texas-farms-and-ranches-for-sale/pid/409872585,Farms and Ranches Recreational Property Hunting Property,Active,2021-04-07 10:07:38.355178+00,2021-04-07 10:07:38.355201+00
409872584,"",Rocksprings,Texas,Edwards County,78880,287000,82,3500,https://www.landwatch.com/edwards-county-county-texas-farms-and-ranches-for-sale/pid/409872584,Farms and Ranches Recreational Property Hunting Property,Active,2021-04-07 10:07:38.360795+00,2021-04-07 10:07:38.360823+00
